0,68,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,69,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,70,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,71,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,72,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,73,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,74,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,75,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,76,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,77,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,78,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,79,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,80,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,81,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,82,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,83,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,84,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,85,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,86,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,87,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,88,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,89,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,90,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,91,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,92,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,93,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,94,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,95,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,96,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,97,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,98,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,99,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,100,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,101,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,102,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,103,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,104,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,105,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,106,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,107,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,108,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,109,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,110,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,111,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,112,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,113,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,114,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,115,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,116,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,117,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,118,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,119,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,120,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,121,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,122,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,123,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,124,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,125,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,126,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,127,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,128,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,129,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,130,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,131,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,132,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,133,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,134,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,135,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,136,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,137,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,138,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,139,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,140,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,141,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,142,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,143,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,144,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,145,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,146,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,147,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,148,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,149,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,150,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,151,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,152,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,153,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,154,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,155,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,156,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,157,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,158,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,159,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,160,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,161,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,162,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,163,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,164,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,165,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,166,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,167,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,168,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,169,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,170,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,171,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,172,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,173,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,174,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,175,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,176,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,177,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,178,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,179,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,180,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,181,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,182,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,183,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,184,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,185,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,186,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,187,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,188,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,189,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,190,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,191,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,192,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,193,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,194,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,195,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,196,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,197,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,198,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,199,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,200,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,201,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,202,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,203,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,204,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,205,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,206,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,207,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,208,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,209,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,210,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,211,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,212,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,213,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,214,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,215,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,216,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,217,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,218,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,219,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,220,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,221,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,222,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,223,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,224,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,225,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,226,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,227,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,228,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,229,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,230,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,231,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,232,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,233,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,234,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,235,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,236,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,237,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,238,0,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,239,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,240,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,241,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,242,1,0,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,243,0,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
0,244,1,1,10,BMI;sysBP;age;totChol;diaBP;glucose;heartRate;cigsPerDay;prevalentHyp;education
